9	54	6411
9	98	8299
3	82	4776
1	62	7775
6	73	6936
3	21	6360
2	57	489
4	22	7377
0	93	2065
8	31	1398
0	74	846
9	98	2670
3	34	6066
4	13	9221
2	48	7069
7	96	366
4	10	3430
1	22	7619
9	19	3966
7	41	4761
3	31	5959
6	31	6781
0	32	9915
0	11	4011
4	59	6245
9	61	4357
9	21	6844
9	43	4907
2	98	2084
9	55	275
5	26	145
8	90	222
1	17	3849
2	0	2704
7	84	6005
2	44	7387
9	10	2782
0	29	9512
2	77	2522
6	23	7138
9	89	9851
5	64	4550
5	52	2929
5	37	586
5	21	6829
6	17	4792
8	98	66
2	79	7197
3	31	2603
5	13	1000
3	18	5989
5	25	5784
8	66	6504
6	51	5316
8	51	7225
5	85	917
2	78	6645
5	23	6718
1	65	3547
0	91	3149
3	59	7347
1	75	8265
3	5	8546
6	61	7303
3	49	302
6	41	6511
6	82	5113
0	41	9873
2	91	4900
4	75	9727
4	91	6646
4	37	9319
3	81	6789
7	78	4170
8	52	7809
0	25	170
0	32	8157
9	2	5457
0	20	7581
9	66	2780
9	13	9734
9	56	9788
1	65	8451
9	39	7803
1	24	6777
2	22	9876
3	5	1398
1	91	3700
6	24	5123
3	5	8793
3	23	1282
2	78	8469
8	1	3399
6	62	1567
5	37	4522
5	15	4141
0	52	7572
5	79	5020
3	44	2149
2	35	1242
7	50	1697
7	81	2670
1	37	369
2	1	9611
1	15	8937
3	35	3226
1	8	8682
7	21	6122
2	57	6321
8	44	7772
9	77	6102
0	4	233
7	63	7193
0	48	7394
7	4	5139
0	21	1972
2	53	2461
2	72	7815
9	83	7715
2	31	5488
2	76	7601
0	96	4852
3	19	3009
9	44	5268
7	39	3034
0	39	9682
2	0	7129
3	2	5738
4	98	5733
2	56	3954
3	74	8331
9	86	3660
7	96	9087
6	86	7107
9	1	6822
0	75	8437
1	87	4461
9	58	8861
8	24	5176
1	8	7554
1	76	6625
0	57	9437
4	62	3262
3	40	1021
0	43	2953
4	1	5013
2	53	750
1	8	3494
7	73	999
3	18	5597
3	56	7326
4	45	9439
1	79	5095
6	41	910
5	7	6385
9	83	8722
3	59	4364
2	77	2032
4	26	6560
1	15	7658
7	5	5360
7	64	7171
0	34	3657
0	90	1660
3	61	4014
2	43	2921
9	24	6659
6	47	6259
3	29	6991
3	64	7731
6	67	3687
1	67	3122
2	33	6512
5	75	8328
4	56	7928
9	23	887
4	33	5541
2	37	5291
9	89	8741
2	12	7691
2	28	288
3	77	3770
5	53	4855
0	56	49
2	33	3325
0	33	4804
3	31	4802
9	54	9261
3	77	8855
1	64	4936
7	40	7742
4	38	6434
6	26	9348
0	26	3766
9	81	9328
6	41	5940
0	51	6337
7	11	4494
1	6	7551
0	53	7026
9	54	4496
9	72	1652
0	14	8427
3	31	9621
3	29	9896
0	95	8354
9	28	1125
5	93	8110
9	7	7946
0	30	5416
3	69	4623
6	64	8841
6	79	2330
0	26	3380
1	22	6316
7	29	8146
5	65	4755
3	72	7892
1	50	3861
8	53	2124
8	73	7751
8	68	2394
1	81	167
7	49	2566
9	91	4559
5	26	1564
0	70	7186
5	7	8958
0	43	9268
0	8	8571
7	94	7502
7	97	4788
3	31	2099
8	95	9202
9	37	7222
8	91	1546
3	42	1789
3	25	2423
6	56	4814
2	21	1541
6	20	3211
6	92	799
5	77	2803
0	46	327
3	93	2937
1	3	9971
7	20	5568
2	97	1103
9	24	5446
9	72	428
8	0	1613
1	80	4695
3	66	2618
5	22	969
0	94	3882
9	31	2146
5	18	7116
9	73	4775
9	33	3026
9	86	8749
4	11	2405
2	89	7439
4	29	5825
1	7	1231
3	44	5407
1	79	4890
0	23	2185
8	69	4283
5	73	2189
1	65	3824
4	67	650
5	52	2998
2	86	5930
1	51	4440
9	70	6816
2	36	8768
9	53	420
9	52	1235
2	92	9351
3	29	2930
0	51	8920
6	32	5567
1	1	7201
9	19	3286
7	48	4145
2	65	2392
5	75	3180
0	85	9228
3	31	1001
5	8	748
1	80	2246
9	9	8160
4	91	3141
9	10	5538
3	44	264
4	70	5214
9	24	2565
1	52	1690
3	26	5340
4	60	3784
0	91	1114
5	54	8997
3	12	9862
6	83	9830
5	92	2921
2	98	3610
0	48	4135
9	21	2371
1	51	311
9	20	7495
0	65	9184
2	89	9256
8	10	6575
0	37	2920
9	88	3588
8	34	2993
0	12	1044
8	82	1912
7	24	4344
2	54	9679
3	28	6643
0	94	1337
9	38	6039
6	15	8827
7	8	414
4	94	2907
7	61	9260
7	84	9982
4	30	1248
6	92	111
7	63	1304
0	18	7539
3	60	4809
0	81	700
9	25	2973
9	78	3895
3	96	9668
6	86	7555
6	19	5234
4	20	831
4	99	8531
2	90	8185
0	38	3379
8	79	9778
2	89	5058
5	70	76
3	53	4455
0	18	2766
2	49	2129
4	68	4502
7	67	1475
1	64	6816
7	2	8504
4	90	8237
3	34	6993
7	24	5527
8	47	1232
1	57	3139
5	12	5805
3	82	7921
4	48	6271
1	86	217
4	8	4814
2	12	4859
4	15	7005
4	44	4409
7	73	5156
3	88	9366
1	57	2747
1	76	2129
4	50	4435
4	5	309
8	20	6773
5	50	3774
0	58	3097
3	11	4452
0	50	3216
4	3	1801
2	89	8857
9	70	3278
7	93	1230
2	75	9494
1	57	6862
9	26	722
1	36	4333
4	86	1770
3	96	6129
2	85	8982
1	4	5566
8	90	1293
8	26	448
2	53	2219
8	0	8114
6	69	7816
1	29	4515
0	68	520
7	78	9077
1	4	9550
3	59	4268
2	51	8900
5	48	6074
6	20	1587
9	54	6143
7	67	1577
5	31	3104
9	50	3232
4	38	5264
2	76	8805
9	28	556
1	94	2878
2	1	8348
9	82	3658
8	18	9364
4	16	2639
4	72	8281
2	62	9852
7	93	351
3	20	864
6	83	1965
4	4	7138
1	16	2633
4	4	4907
6	86	4346
7	98	857
9	1	8875
3	6	8211
7	90	7528
9	74	7251
9	24	7713
5	13	6310
1	80	8509
8	83	6201
2	51	9480
8	23	4033
3	48	8259
1	4	6394
7	20	5910
3	30	9777
3	34	5101
9	8	4010
3	26	2897
4	29	9789
0	31	9953
2	54	4214
2	6	8827
5	47	3128
0	20	7671
6	78	9916
6	99	4949
6	23	1255
3	23	7900
0	96	168
9	50	8694
8	97	4565
9	62	7097
2	29	7952
5	74	3730
1	29	700
2	84	9981
2	28	675
8	95	9217
5	25	8873
6	2	3022
9	78	6939
8	92	8272
4	46	7607
1	78	2628
9	46	1676
3	17	1040
7	71	532
1	25	260
5	1	4976
2	73	9455
5	75	7474
0	30	3890
7	43	9897
8	83	7602
2	96	1837
5	13	6802
3	64	7230
4	82	6099
2	1	7226
8	65	934
6	3	3397
8	28	3999
8	98	1677
9	52	2362
8	52	8115
8	20	2561
3	92	7366
3	49	9132
1	29	4082
2	80	4395
9	57	2863
3	38	5447
9	45	492
7	18	1753
2	15	3157
9	8	7217
5	74	5875
4	10	4781
2	90	6107
9	6	5320
3	57	7513
9	15	3458
4	43	4214
6	7	4777
2	11	9648
9	95	7714
6	97	3690
7	39	1188
9	81	7667
7	10	6751
5	44	6234
9	85	6649
1	44	7033
0	71	4805
9	62	7332
0	16	4051
7	79	8664
8	55	2515
4	11	2417
6	93	1251
8	32	1403
9	13	8549
4	14	5792
0	77	5481
6	43	4194
3	32	7162
5	6	5482
4	21	9070
3	92	8189
8	61	6273
3	46	607
7	0	1621
2	40	8028
6	94	2669
2	6	4976
3	58	8705
0	83	426
5	83	7523
9	52	5569
1	56	6300
4	54	5960
7	46	9086
7	53	7053
2	96	9241
6	20	8073
9	96	3777
1	8	2729
5	53	1394
5	63	1638
8	48	4856
5	6	5413
3	9	6410
6	79	1280
5	77	3242
1	81	2970
1	4	1021
6	1	1903
4	88	1371
5	15	1200
7	52	301
1	7	3745
1	51	3311
2	34	6165
5	7	6666
9	88	2886
9	23	1166
7	6	9179
4	66	457
8	98	6901
4	65	1870
7	86	3331
6	50	4056
3	79	8117
0	94	8780
9	5	8157
5	7	9624
0	48	6917
3	5	2276
5	20	4822
8	55	4539
2	97	1113
7	87	8011
3	30	8804
2	46	9171
1	51	6141
6	68	379
7	48	5027
9	35	984
1	36	9165
7	86	556
1	70	2245
7	57	601
7	95	2271
9	8	1825
2	62	4836
2	13	8640
2	14	8534
5	43	6837
7	98	1088
1	73	6528
8	56	195
1	38	6692
1	1	8593
7	57	662
2	41	3112
6	74	5058
0	37	2866
9	73	1626
1	8	672
3	91	6732
2	59	3728
3	76	4189
8	86	5429
5	78	5299
4	73	3078
0	90	961
9	15	4194
1	78	8684
2	97	6172
6	66	9616
1	14	6429
5	12	7709
8	27	8504
6	53	8196
5	94	62
9	26	7130
9	62	6247
9	69	4504
9	38	3849
1	23	899
7	63	153
2	50	4160
2	22	2315
2	41	7764
3	41	6015
3	6	6992
4	58	4671
0	17	9943
0	33	2414
2	80	6478
7	43	5848
5	94	7055
5	14	2474
1	17	9181
6	38	2800
4	86	5199
0	40	3609
5	21	3488
3	72	311
2	63	4951
4	5	445
3	18	9845
6	55	8853
7	98	9744
4	21	4469
2	30	603
6	1	9690
9	9	4586
7	88	717
6	35	9652
4	21	3600
2	34	6042
0	24	1652
1	49	7694
1	96	8068
9	78	4151
3	91	8742
6	14	2782
4	72	7770
0	1	948
8	98	3672
7	49	120
5	66	7965
6	96	4164
9	13	889
4	2	8246
5	58	563
6	75	5019
3	28	3585
6	84	1831
6	87	3628
8	48	14
2	44	2229
2	20	8094
6	59	5789
4	31	8981
5	94	2117
1	37	1688
5	37	352
7	36	4588
6	69	6976
5	58	1846
4	40	4859
4	85	111
1	29	4727
6	48	4369
0	47	3473
7	33	9562
1	55	7139
7	88	9109
3	15	2180
3	93	490
0	20	8144
3	12	6375
5	50	3221
1	74	1458
7	12	3757
6	8	4287
1	92	5374
9	84	1427
1	80	9926
4	39	9907
5	75	5476
5	28	3941
0	26	195
8	21	7460
9	8	1378
6	58	3448
8	34	6165
7	91	9054
3	39	2702
4	27	3802
5	30	8772
9	38	6449
0	5	2409
8	46	3117
3	88	9787
1	90	1589
0	15	3790
7	41	8961
5	51	783
1	32	2577
5	96	4112
0	7	865
8	57	3157
0	69	2873
4	18	4845
7	58	6541
2	76	2010
1	97	5367
6	30	8536
4	67	3383
2	3	7393
7	7	7510
4	98	6836
4	80	3263
4	81	6114
8	7	5976
4	13	2669
5	51	5534
6	95	7143
9	68	7929
1	86	40
5	58	4438
8	30	6094
1	74	578
7	59	3769
6	15	6611
2	78	9876
7	19	8936
6	0	9727
7	48	8107
9	56	8800
1	53	4268
9	40	104
5	33	8003
3	53	4597
1	1	7641
2	52	184
2	92	6563
3	17	5111
8	98	7543
1	76	2071
7	60	9300
4	79	3475
2	12	5020
1	11	6014
6	23	7942
2	9	6443
1	51	7299
1	4	133
9	65	872
6	80	3826
8	53	6043
0	99	2605
1	66	3204
9	1	1905
3	5	4614
9	11	3482
5	39	6358
3	25	7080
4	13	3023
5	30	6877
2	69	4701
1	24	7978
4	96	6043
4	40	4002
0	60	7187
5	25	116
8	38	7007
6	55	9926
3	60	7533
3	35	5190
1	2	3279
7	32	3476
3	88	1954
8	13	8528
3	45	3695
0	56	6391
0	68	8043
4	65	3306
5	64	4766
1	79	6887
5	5	3441
1	49	3364
2	98	7005
3	24	5687
0	6	7894
0	33	3387
4	43	4799
4	47	874
1	65	8842
3	56	6154
5	85	9492
1	20	5645
2	30	4519
6	13	9013
4	74	7176
8	38	7244
9	77	242
7	97	8478
9	60	6621
5	5	6398
5	38	5407
3	48	4249
1	77	1750
2	47	1585
5	76	2350
4	15	6013
9	97	5844
3	60	459
1	24	5445
4	28	2392
2	69	8079
6	23	5177
3	73	8592
5	54	1692
7	47	9951
5	56	1991
9	19	500
5	50	3182
7	70	2707
9	27	3397
6	39	3811
2	20	4726
7	83	8624
5	86	9881
4	42	2892
7	91	6816
1	31	7887
0	72	5464
8	16	9562
8	14	1245
1	51	6960
3	32	7207
2	96	320
1	8	3824
0	22	9678
3	39	3491
6	23	6059
5	94	9968
1	26	7576
9	17	4656
8	89	5300
3	31	8804
6	76	5258
7	98	4457
5	94	9775
8	14	665
5	78	2835
1	21	2165
3	42	2095
9	23	7259
3	8	3168
6	13	9727
2	32	9588
3	61	3613
0	21	2228
0	87	7827
6	65	40
3	10	375
6	33	3690
5	83	3294
0	80	5703
7	77	1406
2	35	5846
8	43	1928
0	53	5568
9	98	5881
8	26	6445
9	73	7899
5	39	1368
0	75	5082
4	3	45
6	67	2981
3	64	284
3	42	448
6	15	6003
8	61	4322
5	84	5138
3	43	3414
7	93	1563
4	77	5056
9	8	2203
8	98	8659
2	73	2864
8	72	6243
3	37	8168
8	96	7687
7	61	242
7	70	5915
6	67	610
8	67	9652
2	67	9858
2	49	5014
8	23	1074
6	57	6205
5	17	5111
8	22	8541
3	81	1210
1	93	2715
3	5	8553
3	79	7409
9	0	6523
5	59	5219
9	26	1492
2	65	1687
1	86	3373
0	74	2194
7	55	6780
6	5	3098
8	8	1329
0	15	3162
4	62	879
1	51	4248
7	99	1172
3	84	5186
2	67	455
3	9	9000
1	89	3164
0	18	724
1	78	1383
6	89	5653
5	38	6525
8	65	5029
7	4	5950
8	79	9706
2	68	4841
8	47	971
8	27	5151
9	80	5906
9	52	8278
7	78	6660
7	35	7785
6	59	3191
2	9	901
2	86	1576
6	37	2558
7	80	351
5	56	9322
1	76	1057
4	0	8929
2	88	7214
9	70	9611
9	78	6664
2	74	4575
0	0	881
7	61	6849
0	91	6166
2	77	6441
3	76	9370
7	64	1029
3	26	8062
3	95	3004
0	96	9713
2	6	5912
5	69	4996
1	30	5207
6	88	2491
7	73	4941
9	94	7435
7	24	7234
2	99	925
8	37	1997
2	79	606
6	51	686
2	79	477
2	83	5289
3	33	17
9	83	1199
6	59	6462
6	81	2308
5	61	4889
7	95	4580
1	37	9606
0	17	2567
6	54	9120
9	97	2099
6	29	1600
7	28	3969
7	80	5833
6	86	4692
0	86	7911
0	50	4146
7	49	5945
9	18	4162
4	44	6064
5	87	8230
8	39	1193
7	26	2841
9	94	8238
6	31	3731
7	54	8827
6	2	9957
6	27	4137
0	10	3333
6	4	412
7	77	7328
5	63	604
8	95	3148
1	68	8702
5	26	8866
3	17	8421
3	33	9361
6	69	9038
1	87	7509
5	99	9019
9	45	8441
5	76	9511
2	6	6468
8	18	3378
2	35	599
2	19	2950
7	35	4931
9	35	7826
9	46	2751
0	81	1722
5	49	5099
3	57	1398
5	66	8086
3	80	5052
2	68	4029
8	26	63
2	8	7659
8	71	9367
6	73	4350
7	6	7886
9	37	2021
1	75	6963
0	19	1736
6	94	2529
7	69	6464
8	15	3140
9	86	9590
6	70	1299
9	21	4051
4	52	6030
9	98	3198
2	53	9127
5	50	6152
8	12	2836
4	57	7028
5	5	7353
3	36	5790
5	75	3541
1	37	6106
8	99	2370
6	72	8699
6	2	2303
9	22	741
9	97	3892
3	79	2982
0	49	3578
3	42	3090
4	47	2814
4	99	6823
1	73	5437
5	55	3504
8	19	2313
5	9	3801
9	0	3998
1	38	4643
0	87	3880
9	87	6715
6	84	2762
4	59	3085
2	34	1975
1	37	6814
4	18	1934
9	7	7018
8	32	4803
7	57	3749
8	60	7150
5	19	4297
3	40	2569
2	95	1220
6	10	9414
3	50	1441
5	85	5060
7	27	6693
6	94	5553
5	57	7866
5	65	9606
2	20	2206
2	95	9768
5	83	5043
8	42	400
8	62	1059
1	51	8676
7	21	7642
5	33	4792
6	12	916
5	77	6945
2	3	2818
2	3	4929
5	96	3147
9	54	1631
3	44	7841
6	41	3099
4	85	2782
3	70	7048
2	34	7864
7	60	3904
1	4	8021
1	29	5435
2	6	4286
1	17	7093
7	15	1847
7	45	2491
1	60	4655
4	14	1287
2	97	3227
4	38	8182
3	99	9601
0	77	3941
8	14	5787
7	86	1829
4	87	1040
0	94	2
9	25	1018
4	76	5121
0	12	2158
3	95	8261
2	40	6327
1	96	5850
4	3	294
1	44	3822
3	48	5781
0	45	297
5	37	2094
7	39	6364
9	5	881
0	81	8941
8	37	9288
0	80	409
7	11	6096
8	5	9778
3	14	7800
5	10	2074
7	1	2145
3	1	3067
4	40	3170
0	12	9555
5	87	7168
9	61	2772
5	3	3878
7	93	354
8	82	9945
4	63	3189
0	41	2182
4	4	4401
6	61	6871
1	19	7476
1	41	2119
8	75	371
5	13	3729
4	24	3499
5	28	3706
1	46	5139
6	58	6044
2	1	648
4	48	6486
3	21	1929
7	56	4058
5	44	6729
2	63	989
2	39	146
7	2	2072
1	69	4823
0	37	1891
9	88	2363
2	24	9639
1	11	6205
8	38	5217
3	19	7839
3	91	8227
9	8	4191
8	4	7278
4	14	7599
5	32	8517
2	63	7793
9	42	3421
2	68	3399
8	76	4649
8	53	8069
7	44	4586
4	82	7594
0	6	8532
7	97	9432
6	24	4761
5	70	6967
5	49	1404
8	0	7640
2	92	6975
3	69	3534
4	3	3966
3	63	719
5	74	6849
1	67	3765
6	83	6615
6	86	3550
4	56	511
3	9	8376
5	89	1911
0	67	4797
5	94	9522
7	7	4637
3	44	2663
6	34	723
7	27	2720
9	59	9550
0	29	373
8	9	4174
6	39	2623
3	90	6482
1	36	8367
4	13	1855
3	67	3069
7	93	3224
2	38	7049
4	91	1121
6	65	4978
2	13	8215
1	13	7381
3	89	1364
3	16	8250
9	86	5579
9	96	1861
9	49	8770
7	92	7084
9	95	6307
1	87	8354
1	50	834
8	98	5641
8	45	1484
8	15	1166
0	16	6218
5	38	9611
1	84	615
6	72	9004
2	13	8170
5	65	1534
1	8	9895
4	31	8981
4	30	9015
2	84	8748
7	10	5078
5	77	516
9	61	6162
8	19	8394
3	38	8171
3	70	9817
2	91	4773
5	58	3925
5	83	6449
2	53	2945
5	91	317
6	61	2859
1	37	954
6	49	8155
1	87	1754
9	97	5526
0	95	7326
6	54	5587
6	39	6046
4	28	2571
0	10	9301
7	77	4107
9	61	5337
3	26	4593
7	12	6098
8	89	8513
4	35	9893
7	19	2180
2	26	6144
7	45	8653
2	38	6950
3	23	4887
8	77	7109
5	3	2130
0	72	3058
3	62	8184
7	2	8750
1	55	2538
7	75	8729
9	96	1572
2	46	9542
6	61	6132
4	26	4718
7	83	9385
0	24	9321
3	11	6427
3	62	9669
9	85	9039
6	21	8268
3	59	6084
1	99	4768
3	27	4700
5	88	9305
2	57	3891
8	90	9194
9	35	3501
0	14	2102
7	21	9866
2	46	4053
4	97	7818
6	73	6554
9	74	2892
9	72	7947
8	24	6131
3	89	9284
0	77	9062
1	18	9015
4	69	6181
8	69	827
4	2	2215
6	27	7932
7	80	3040
3	53	1878
6	79	7882
4	40	9041
6	17	8369
6	5	4326
7	91	4682
6	8	5808
1	97	4222
0	44	4754
0	63	3470
2	76	3478
4	58	8598
9	50	8723
4	33	5789
4	20	4078
7	78	5122
2	37	8420
2	22	8664
1	80	6373
8	56	4628
6	98	5894
5	30	1117
7	29	582
3	46	4806
3	59	3921
9	86	6718
9	64	6007
0	78	9559
9	82	2705
7	11	5509
7	14	1527
0	50	6301
8	13	4134
6	6	5643
4	82	9928
9	84	4324
7	47	2229
2	90	4620
3	65	6175
8	34	2168
6	99	6044
1	2	6380
7	31	3377
9	45	8350
8	61	4547
4	77	3726
2	93	7212
0	4	4290
2	55	187
0	1	5221
1	9	9934
1	35	195
8	29	8022
0	58	2438
7	94	8944
2	82	1316
4	87	150
9	54	826
8	53	9358
3	2	9424
2	41	3559
7	54	6426
5	59	4647
2	69	9037
2	82	7760
7	16	1070
5	24	5634
4	82	9589
2	81	8289
4	21	8717
5	72	6303
5	55	7587
5	72	9005
9	6	5717
9	51	1497
7	55	88
0	10	3126
8	72	3166
2	45	7735
8	34	5309
3	64	5606
1	22	6630
6	86	1958
4	70	7919
7	33	4258
2	99	8294
4	61	5412
1	13	423
3	84	622
1	36	8179
5	12	3444
6	60	8460
9	89	5183
3	33	1317
4	13	2038
6	36	3630
9	18	4862
2	78	3228
9	3	7530
2	32	7625
5	46	4739
5	41	9701
4	13	2946
3	82	7117
2	94	7110
1	36	6144
3	3	5217
6	67	1155
5	85	4005
3	98	4132
4	37	6442
8	49	885
9	58	6151
3	2	6234
9	41	1466
2	46	1349
8	32	2682
1	3	6812
8	75	1347
4	88	197
0	15	3818
0	34	2898
2	65	5413
9	30	5292
7	85	7013
5	99	7647
0	85	5935
2	17	5624
0	52	2501
2	98	9172
1	93	6084
9	43	4737
4	75	2339
1	69	7476
9	55	74
9	95	2482
6	20	5705
5	55	2254
4	57	6732
7	39	6628
8	4	5915
3	55	7899
9	64	3549
7	22	5724
0	60	8586
3	10	9702
3	84	7946
9	25	3690
8	26	822
8	76	6735
5	1	9083
9	97	4259
3	36	5614
7	69	5016
9	33	13
8	41	9261
2	66	6739
0	89	7817
0	80	1847
4	21	4108
3	65	3303
5	25	7702
1	86	6513
4	91	6425
8	75	7515
2	10	8346
5	10	773
8	7	8256
9	8	1134
5	15	6584
0	93	9735
0	48	9199
0	73	3701
1	40	2052
0	4	7513
0	51	5047
2	99	8151
0	14	2069
2	4	5040
7	45	5664
4	44	771
0	88	455
1	12	8898
3	55	787
3	67	4166
2	23	4689
0	50	2926
3	96	6437
3	94	2655
8	23	9433
7	21	529
3	63	4087
7	97	2702
1	87	7886
5	1	2188
2	14	6354
8	41	9512
2	30	1673
4	79	3331
8	84	1650
0	76	7188
4	59	8286
0	0	2797
7	77	8384
3	14	6845
8	65	3632
6	80	7575
0	86	9498
5	87	694
9	32	6225
7	15	5686
9	55	5659
3	25	8271
4	15	2810
1	48	1189
8	23	9484
4	39	5453
8	77	8399
6	93	7183
3	68	4932
8	49	6029
7	58	4636
6	91	169
1	51	3920
1	6	1673
9	36	6360
8	87	5957
8	54	9058
6	26	6980
2	69	3191
7	31	4903
8	13	5236
3	76	5086
7	66	9320
0	41	6734
5	79	9536
4	22	8209
7	48	1703
1	36	3166
5	74	116
4	55	2434
2	74	2377
7	56	1574
4	42	4944
7	34	703
0	96	7662
1	89	3357
1	70	449
8	38	8054
7	96	6410
1	68	6812
5	19	9460
2	20	958
9	58	1557
3	39	649
8	38	553
5	44	6317
2	91	642
2	79	5504
6	61	6652
8	64	4294
7	7	4358
7	91	9961
6	48	8815
8	38	6994
7	54	6502
2	18	3663
7	71	4770
9	35	8037
4	9	7147
5	83	4243
0	53	1328
9	17	9352
8	66	8795
5	4	4822
9	78	9977
7	18	2253
9	28	6719
6	49	7433
1	89	5829
6	79	5780
8	60	2793
1	4	2423
8	21	4358
7	43	1766
3	94	8501
6	69	1549
6	80	6535
4	70	4980
5	65	6890
6	66	5948
0	69	7784
1	17	1467
1	3	6327
7	86	9409
7	48	4693
8	22	9542
3	30	5129
6	61	8287
9	57	4077
3	27	8121
6	29	9409
4	3	221
8	56	798
7	0	9474
0	39	8251
6	92	258
9	87	1155
4	5	5519
0	3	1998
9	84	4022
2	11	7338
3	7	7405
6	23	8214
7	46	8269
8	29	6654
4	6	6610
0	67	2023
9	16	8356
8	65	9817
0	50	3309
5	92	4533
8	61	6165
6	37	6286
3	11	1080
8	32	2032
8	33	358
3	71	8056
1	69	7385
7	36	7395
2	89	5553
7	19	7019
6	78	2341
9	0	3680
5	70	1384
9	35	6599
3	97	959
4	82	3361
8	78	3351
6	47	8573
1	7	5088
9	74	9870
5	30	8663
4	95	4599
3	85	5299
2	17	9872
2	71	3358
6	32	9959
1	64	6307
4	91	2086
3	75	7287
1	24	6240
3	32	5940
9	91	1564
9	1	1675
2	40	5368
3	65	6862
9	30	3138
2	59	104
5	78	2076
4	96	7406
3	67	9775
7	14	3900
9	64	2539
4	2	636
6	24	3395
4	17	474
2	15	1171
2	34	256
5	3	2657
6	3	7953
2	43	5551
9	65	3383
7	96	5303
4	65	3359
3	95	9358
2	31	2009
3	95	7486
1	54	3151
0	99	681
5	74	4111
7	52	2522
2	5	6753
8	81	7286
8	31	9612
1	33	5868
9	90	9652
8	3	9183
5	85	5443
1	66	1659
8	50	828
2	34	4836
6	69	8799
0	46	9967
9	53	6542
9	97	609
4	83	6563
0	61	383
1	28	4689
5	19	185
9	67	4493
3	79	6147
2	66	2142
2	27	7315
5	77	2252
3	19	1970
1	89	3206
6	42	420
2	80	358
5	91	9623
3	86	7515
1	72	1085
3	45	6226
7	36	9231
9	94	5456
0	71	5499
8	96	3136
6	81	6564
4	29	5909
8	53	1459
4	52	7380
2	61	5143
2	63	7269
1	94	3448
2	45	2594
8	6	2424
6	89	1059
5	4	5488
4	75	9964
4	5	9243
5	95	7367
2	88	923
0	12	3020
1	79	4093
9	32	1701
2	55	4544
0	0	4984
6	88	4553
9	24	9132
7	48	9667
1	99	5161
2	0	769
9	0	6514
0	53	1685
3	74	5627
9	68	4354
6	92	2076
2	5	4854
8	78	3303
2	44	1983
6	71	9010
4	3	7992
9	50	3746
8	67	3919
9	80	8203
6	10	6409
1	2	1267
0	78	8185
6	26	1255
3	83	9646
1	31	3072
4	92	503
0	32	3384
1	95	1955
8	62	7468
5	9	1846
1	13	5737
9	64	4341
7	92	1568
1	37	2265
9	15	6083
5	66	3899
4	2	9736
4	68	3379
7	72	853
0	52	1100
9	70	2586
3	22	6594
9	3	309
2	42	3524
0	59	857
3	37	2252
4	64	7584
4	15	3201
3	2	3635
2	41	8955
3	60	6939
8	97	4377
6	11	7615
3	35	2749
1	20	557
9	56	195
5	31	3602
7	80	2110
7	54	2173
7	79	7168
3	11	2703
1	17	7475
6	24	680
2	57	8163
1	0	5852
3	3	9124
3	77	2169
0	60	9448
1	91	7855
1	57	6395
4	28	8557
7	18	4782
